event_timestamp,experiment_id,collector_session_id,event_type,experiment_phase,source,note
2026-07-28T11:42:59.679Z,EXP-P1-01,collector-20260728T114259Z-42bbddba,EXPERIMENT_PHASE_CHANGED,PRE_ATTACK,C:\Users\user\Documents\PrivateProject\DFIR\experiment_phase.json,P1 pre-attack observation
2026-07-28T11:43:05.682Z,EXP-P1-01,collector-20260728T114259Z-42bbddba,EXPERIMENT_PHASE_CHANGED,ATTACK,C:\Users\user\Documents\PrivateProject\DFIR\experiment_phase.json,Unauthorized FC06 HR1024=1000
2026-07-28T11:43:45.710Z,EXP-P1-01,collector-20260728T114259Z-42bbddba,EXPERIMENT_PHASE_CHANGED,RECOVERY,C:\Users\user\Documents\PrivateProject\DFIR\experiment_phase.json,P1 legitimate Raspberry Pi data restored
2026-07-28T11:43:53.702Z,EXP-P1-01,collector-20260728T114259Z-42bbddba,EXPERIMENT_PHASE_CHANGED,POST_RECOVERY,C:\Users\user\Documents\PrivateProject\DFIR\experiment_phase.json,P1 stable post-recovery observation
