session_directory,input_file,relative_path,manifest_file,expected_sha256,actual_sha256,verification_status
C:\Users\user\Documents\PrivateProject\DFIR\evidence\BASELINE\collector-20260728T104439Z-e2668ad8,C:\Users\user\Documents\PrivateProject\DFIR\evidence\BASELINE\collector-20260728T104439Z-e2668ad8\raw\raspi_evidence.csv,raw/raspi_evidence.csv,C:\Users\user\Documents\PrivateProject\DFIR\evidence\BASELINE\collector-20260728T104439Z-e2668ad8\metadata\hash_manifest.csv,148781642a869923a6998144a42381a587638d3631a49f5414118c82a47b81b1,148781642a869923a6998144a42381a587638d3631a49f5414118c82a47b81b1,VERIFIED
C:\Users\user\Documents\PrivateProject\DFIR\evidence\BASELINE\collector-20260728T104439Z-e2668ad8,C:\Users\user\Documents\PrivateProject\DFIR\evidence\BASELINE\collector-20260728T104439Z-e2668ad8\raw\openplc_evidence.csv,raw/openplc_evidence.csv,C:\Users\user\Documents\PrivateProject\DFIR\evidence\BASELINE\collector-20260728T104439Z-e2668ad8\metadata\hash_manifest.csv,d7f0a5d0686ce5c705acc76a593797e9a6a1cd6fe3e90e732b3c4ee8a6b44d81,d7f0a5d0686ce5c705acc76a593797e9a6a1cd6fe3e90e732b3c4ee8a6b44d81,VERIFIED
C:\Users\user\Documents\PrivateProject\DFIR\evidence\PERLAKUAN_2_FLOOD\collector-20260728T115112Z-dc91fc98,C:\Users\user\Documents\PrivateProject\DFIR\evidence\PERLAKUAN_2_FLOOD\collector-20260728T115112Z-dc91fc98\raw\raspi_evidence.csv,raw/raspi_evidence.csv,C:\Users\user\Documents\PrivateProject\DFIR\evidence\PERLAKUAN_2_FLOOD\collector-20260728T115112Z-dc91fc98\metadata\hash_manifest.csv,5803fa5a80879ff39e328b5b66f0646aba233cea0f4a32bd279b4eb879239d04,5803fa5a80879ff39e328b5b66f0646aba233cea0f4a32bd279b4eb879239d04,VERIFIED
C:\Users\user\Documents\PrivateProject\DFIR\evidence\PERLAKUAN_2_FLOOD\collector-20260728T115112Z-dc91fc98,C:\Users\user\Documents\PrivateProject\DFIR\evidence\PERLAKUAN_2_FLOOD\collector-20260728T115112Z-dc91fc98\raw\openplc_evidence.csv,raw/openplc_evidence.csv,C:\Users\user\Documents\PrivateProject\DFIR\evidence\PERLAKUAN_2_FLOOD\collector-20260728T115112Z-dc91fc98\metadata\hash_manifest.csv,069d79a9b20c4f50882ca0e89dce28ad2f98461ba797658251e418c67e1c61fb,069d79a9b20c4f50882ca0e89dce28ad2f98461ba797658251e418c67e1c61fb,VERIFIED
