scenario,configured_attack_value,attack_observation_count,first_network_write_utc,last_network_write_utc,first_attack_value_observed_utc,last_attack_value_observed_utc,first_normal_observation_utc,stable_recovery_start_utc,stable_recovery_confirmed_utc,network_to_first_attack_observation_seconds,last_network_write_to_first_normal_seconds,last_attack_observation_to_first_normal_seconds,last_network_write_to_stable_confirmation_seconds,last_attack_observation_to_stable_confirmation_seconds,stable_record_requirement,network_evidence_available
PERLAKUAN_2_FLOOD,1212,6,2026-07-28T11:51:50.924Z,2026-07-28T11:51:51.354Z,2026-07-28T11:51:52.519Z,2026-07-28T11:51:57.532Z,2026-07-28T11:51:58.523Z,2026-07-28T11:51:58.523Z,2026-07-28T11:52:00.541Z,1.595,7.168,0.991,9.186,3.009,3,TRUE
