evidence_id,relative_path,category,source,evidence_role,scenario,collector_session_id,size_bytes,sha256,status,notes
EVD-PERLAKUAN_3_KOMBINASI-001,metadata/experiment_event_log.csv,collection_metadata,Collector,SUPPORTING_METADATA,PERLAKUAN_3_KOMBINASI,collector-20260728T130713Z-41eacbc5,915,d0a3ef544154a21370981c9138aa2a578a48f148d4204730b023de2bcd95b13e,PRESERVED,
EVD-PERLAKUAN_3_KOMBINASI-002,metadata/hash_manifest.csv,integrity_metadata,Collector,ORIGINAL_HASH_MANIFEST,PERLAKUAN_3_KOMBINASI,collector-20260728T130713Z-41eacbc5,1024,39bb2851154edba28a5cf73413508e7459dbe5292da4f9d27a77e0ea3dc4fa72,PRESERVED,
EVD-PERLAKUAN_3_KOMBINASI-003,metadata/session_manifest.json,collection_metadata,Collector,SUPPORTING_METADATA,PERLAKUAN_3_KOMBINASI,collector-20260728T130713Z-41eacbc5,3019,103c99ebdcbe1ce4d579226a17322c7d63581296e80e09aeb98bf552184ca0e9,PRESERVED,
EVD-PERLAKUAN_3_KOMBINASI-004,metadata/time_sync_after.txt,collection_metadata,Collector,SUPPORTING_METADATA,PERLAKUAN_3_KOMBINASI,collector-20260728T130713Z-41eacbc5,948,5e6f3c8c2a11bc83471b01f22565b276e45764c50e1ea0c8ec8d7aefce8fc5f5,PRESERVED,
EVD-PERLAKUAN_3_KOMBINASI-005,metadata/time_sync_before.txt,collection_metadata,Collector,SUPPORTING_METADATA,PERLAKUAN_3_KOMBINASI,collector-20260728T130713Z-41eacbc5,948,32d067201ecff4d0db591120d811bfcdcab959080bc95cee0323288f05298942,PRESERVED,
EVD-PERLAKUAN_3_KOMBINASI-006,raw/openplc_evidence.csv,raw_control,OpenPLC via Modbus TCP read-only,PRIMARY_CONTROL,PERLAKUAN_3_KOMBINASI,collector-20260728T130713Z-41eacbc5,68310,4451b04cd08772ea543e5f25bb984268c582b5c30c8ca336f429268f2df55c70,PRESERVED,
EVD-PERLAKUAN_3_KOMBINASI-007,raw/perlakuan3.pcapng,raw_network,Wireshark/Npcap,NETWORK_EVIDENCE,PERLAKUAN_3_KOMBINASI,collector-20260728T130713Z-41eacbc5,1998532,c14f59b0074d37842130409ce1d8139a4ea760df2c9bc2448e27caddc5ce53b3,PRESERVED,
EVD-PERLAKUAN_3_KOMBINASI-008,raw/raspi_evidence.csv,raw_source,Raspberry Pi via HTTP state proxy,PRIMARY_SOURCE,PERLAKUAN_3_KOMBINASI,collector-20260728T130713Z-41eacbc5,136551,8c905e12e23243898d3b263f59416c10c5c69c156cde5a04ed290db1f9d1a3b0,PRESERVED,
