manifest_relative_path,actual_relative_path,path_resolution,expected_size_bytes,actual_size_bytes,expected_sha256,actual_sha256,verification,verified_at_utc,error_message
metadata/experiment_event_log.csv,metadata/experiment_event_log.csv,EXACT_UNDER_CASE_ROOT,232,232,cd0acd7a2dab7a57f4b1b220d3f0623c7ff773fe7460e4187c1147243d85344f,cd0acd7a2dab7a57f4b1b220d3f0623c7ff773fe7460e4187c1147243d85344f,MATCH,2026-07-28T10:55:57.950Z,
metadata/session_manifest.json,metadata/session_manifest.json,EXACT_UNDER_CASE_ROOT,2943,2943,44525d2107d6f2e3f0107226b5d970aaefb88c076b1f11b3b4c580ef0a5e7e76,44525d2107d6f2e3f0107226b5d970aaefb88c076b1f11b3b4c580ef0a5e7e76,MATCH,2026-07-28T10:55:57.951Z,
metadata/time_sync_after.txt,metadata/time_sync_after.txt,EXACT_UNDER_CASE_ROOT,906,906,7b70dcd3bc4c2f50f05a5448c48127804f230c7a9b5f6c629d591c31f3c764e3,7b70dcd3bc4c2f50f05a5448c48127804f230c7a9b5f6c629d591c31f3c764e3,MATCH,2026-07-28T10:55:57.953Z,
metadata/time_sync_before.txt,metadata/time_sync_before.txt,EXACT_UNDER_CASE_ROOT,906,906,f740bd3bb196197952f2e69fb095db66b48ae18843a9f9ab8847ad374a9e54a4,f740bd3bb196197952f2e69fb095db66b48ae18843a9f9ab8847ad374a9e54a4,MATCH,2026-07-28T10:55:57.954Z,
raw/openplc_evidence.csv,raw/openplc_evidence.csv,EXACT_UNDER_CASE_ROOT,22092,22092,d7f0a5d0686ce5c705acc76a593797e9a6a1cd6fe3e90e732b3c4ee8a6b44d81,d7f0a5d0686ce5c705acc76a593797e9a6a1cd6fe3e90e732b3c4ee8a6b44d81,MATCH,2026-07-28T10:55:57.956Z,
raw/raspi_evidence.csv,raw/raspi_evidence.csv,EXACT_UNDER_CASE_ROOT,47589,47589,148781642a869923a6998144a42381a587638d3631a49f5414118c82a47b81b1,148781642a869923a6998144a42381a587638d3631a49f5414118c82a47b81b1,MATCH,2026-07-28T10:55:57.957Z,
