pcap_file,pcap_relative_path,size_bytes,sha256,parse_status,packet_count,tcp_packet_count,modbus_event_count,fc06_request_count,fc06_response_count,first_packet_timestamp_utc,last_packet_timestamp_utc,first_modbus_timestamp_utc,last_modbus_timestamp_utc,interface_names,interface_descriptions,link_types,network_parse_failed_count,error_message
perlakuan3.pcapng,raw/perlakuan3.pcapng,1998532,c14f59b0074d37842130409ce1d8139a4ea760df2c9bc2448e27caddc5ce53b3,SUCCESS,12016,11283,28884,0,0,2026-07-28T13:07:02.450314Z,2026-07-28T13:08:58.023273Z,2026-07-28T13:07:06.981411Z,2026-07-28T13:08:17.124927Z,"[""\\Device\\NPF_{205226CA-7599-4E30-A1C7-F94A3601DA74}""]","[""Wi-Fi 2""]",[1],0,
