event_timestamp,experiment_id,collector_session_id,event_type,experiment_phase,source,note
2026-07-28T10:01:36.573Z,EXP-20260728T100136Z-fd93af27,collector-20260728T100136Z-ce98e98c,EXPERIMENT_PHASE_CHANGED,BASELINE,command_line,
