pcap_file,pcap_relative_path,size_bytes,sha256,parse_status,packet_count,tcp_packet_count,modbus_event_count,fc06_request_count,fc06_response_count,first_packet_timestamp_utc,last_packet_timestamp_utc,first_modbus_timestamp_utc,last_modbus_timestamp_utc,interface_names,interface_descriptions,link_types,network_parse_failed_count,error_message
fdi_loopback_adapter.pcapng,raw/fdi_loopback_adapter.pcapng,287648,6558ab9d542d893153919fd0770e4254bda695e2e54ceaacb3024d18fddb8fe9,SUCCESS,1854,1848,549,75,75,2026-07-18T12:26:08.431534Z,2026-07-18T12:27:10.450658Z,2026-07-18T12:26:08.431534Z,2026-07-18T12:27:10.450658Z,"[""\\Device\\NPF_Loopback""]","[""Adapter for loopback traffic capture""]",[0],0,
