timestamp_utc,timeline_sequence,source_type,event_type,experiment_phase,collection_id,collection_sequence,source_ip,destination_ip,source_port,destination_port,tcp_stream_key,modbus_transaction_id,modbus_function_code,modbus_register_address,modbus_register_value,original_bottle_count,sent_bottle_count,bottle_count_from_pi,total_bottle,read_status,note,provenance_file,provenance_record
2026-07-18T12:26:00.398Z,1,PHASE_LOG,EXPERIMENT_PHASE_CHANGED,PRE_ATTACK,,,,,,,,,,,,,,,,,Collection kondisi normal sebelum FDI,working/metadata/experiment_event_log.csv,2
2026-07-18T12:26:00.597Z,2,CROSS_LAYER_COLLECTION,PAIRED_COLLECTION_RECORD,PRE_ATTACK,collector-20260718T122600Z-53c3e2f1-COL-000001,1,,,,,,,,,,104,104,104,104,raspi=SUCCESS;openplc=SUCCESS,source_match=TRUE;cross_layer_match=TRUE;plc_internal_match=TRUE,working/raw/raspi_evidence.csv + working/raw/openplc_evidence.csv,1
2026-07-18T12:26:01.443Z,3,CROSS_LAYER_COLLECTION,PAIRED_COLLECTION_RECORD,PRE_ATTACK,collector-20260718T122600Z-53c3e2f1-COL-000002,2,,,,,,,,,,104,104,104,104,raspi=SUCCESS;openplc=SUCCESS,source_match=TRUE;cross_layer_match=TRUE;plc_internal_match=TRUE,working/raw/raspi_evidence.csv + working/raw/openplc_evidence.csv,2
2026-07-18T12:26:02.433Z,4,CROSS_LAYER_COLLECTION,PAIRED_COLLECTION_RECORD,PRE_ATTACK,collector-20260718T122600Z-53c3e2f1-COL-000003,3,,,,,,,,,,105,105,105,105,raspi=SUCCESS;openplc=SUCCESS,source_match=TRUE;cross_layer_match=TRUE;plc_internal_match=TRUE,working/raw/raspi_evidence.csv + working/raw/openplc_evidence.csv,3
2026-07-18T12:26:03.433Z,5,CROSS_LAYER_COLLECTION,PAIRED_COLLECTION_RECORD,PRE_ATTACK,collector-20260718T122600Z-53c3e2f1-COL-000004,4,,,,,,,,,,105,105,105,105,raspi=SUCCESS;openplc=SUCCESS,source_match=TRUE;cross_layer_match=TRUE;plc_internal_match=TRUE,working/raw/raspi_evidence.csv + working/raw/openplc_evidence.csv,4
2026-07-18T12:26:04.452Z,6,CROSS_LAYER_COLLECTION,PAIRED_COLLECTION_RECORD,PRE_ATTACK,collector-20260718T122600Z-53c3e2f1-COL-000005,5,,,,,,,,,,106,106,106,106,raspi=SUCCESS;openplc=SUCCESS,source_match=TRUE;cross_layer_match=TRUE;plc_internal_match=TRUE,working/raw/raspi_evidence.csv + working/raw/openplc_evidence.csv,5
2026-07-18T12:26:05.442Z,7,CROSS_LAYER_COLLECTION,PAIRED_COLLECTION_RECORD,PRE_ATTACK,collector-20260718T122600Z-53c3e2f1-COL-000006,6,,,,,,,,,,106,106,106,106,raspi=SUCCESS;openplc=SUCCESS,source_match=TRUE;cross_layer_match=TRUE;plc_internal_match=TRUE,working/raw/raspi_evidence.csv + working/raw/openplc_evidence.csv,6
2026-07-18T12:26:06.426Z,8,CROSS_LAYER_COLLECTION,PAIRED_COLLECTION_RECORD,PRE_ATTACK,collector-20260718T122600Z-53c3e2f1-COL-000007,7,,,,,,,,,,107,107,107,107,raspi=SUCCESS;openplc=SUCCESS,source_match=TRUE;cross_layer_match=TRUE;plc_internal_match=TRUE,working/raw/raspi_evidence.csv + working/raw/openplc_evidence.csv,7
2026-07-18T12:26:07.433Z,9,CROSS_LAYER_COLLECTION,PAIRED_COLLECTION_RECORD,PRE_ATTACK,collector-20260718T122600Z-53c3e2f1-COL-000008,8,,,,,,,,,,107,107,107,107,raspi=SUCCESS;openplc=SUCCESS,source_match=TRUE;cross_layer_match=TRUE;plc_internal_match=TRUE,working/raw/raspi_evidence.csv + working/raw/openplc_evidence.csv,8
2026-07-18T12:26:08.432Z,10,CROSS_LAYER_COLLECTION,PAIRED_COLLECTION_RECORD,PRE_ATTACK,collector-20260718T122600Z-53c3e2f1-COL-000009,9,,,,,,,,,,108,108,108,108,raspi=SUCCESS;openplc=SUCCESS,source_match=TRUE;cross_layer_match=TRUE;plc_internal_match=TRUE,working/raw/raspi_evidence.csv + working/raw/openplc_evidence.csv,9
2026-07-18T12:26:09.451Z,11,CROSS_LAYER_COLLECTION,PAIRED_COLLECTION_RECORD,PRE_ATTACK,collector-20260718T122600Z-53c3e2f1-COL-000010,10,,,,,,,,,,108,108,108,108,raspi=SUCCESS;openplc=SUCCESS,source_match=TRUE;cross_layer_match=TRUE;plc_internal_match=TRUE,working/raw/raspi_evidence.csv + working/raw/openplc_evidence.csv,10
2026-07-18T12:26:10.431Z,12,CROSS_LAYER_COLLECTION,PAIRED_COLLECTION_RECORD,PRE_ATTACK,collector-20260718T122600Z-53c3e2f1-COL-000011,11,,,,,,,,,,109,109,109,109,raspi=SUCCESS;openplc=SUCCESS,source_match=TRUE;cross_layer_match=TRUE;plc_internal_match=TRUE,working/raw/raspi_evidence.csv + working/raw/openplc_evidence.csv,11
2026-07-18T12:26:11.431Z,13,CROSS_LAYER_COLLECTION,PAIRED_COLLECTION_RECORD,PRE_ATTACK,collector-20260718T122600Z-53c3e2f1-COL-000012,12,,,,,,,,,,109,109,109,109,raspi=SUCCESS;openplc=SUCCESS,source_match=TRUE;cross_layer_match=TRUE;plc_internal_match=TRUE,working/raw/raspi_evidence.csv + working/raw/openplc_evidence.csv,12
2026-07-18T12:26:12.430Z,14,CROSS_LAYER_COLLECTION,PAIRED_COLLECTION_RECORD,PRE_ATTACK,collector-20260718T122600Z-53c3e2f1-COL-000013,13,,,,,,,,,,110,110,110,110,raspi=SUCCESS;openplc=SUCCESS,source_match=TRUE;cross_layer_match=TRUE;plc_internal_match=TRUE,working/raw/raspi_evidence.csv + working/raw/openplc_evidence.csv,13
2026-07-18T12:26:13.425Z,15,CROSS_LAYER_COLLECTION,PAIRED_COLLECTION_RECORD,PRE_ATTACK,collector-20260718T122600Z-53c3e2f1-COL-000014,14,,,,,,,,,,110,110,110,110,raspi=SUCCESS;openplc=SUCCESS,source_match=TRUE;cross_layer_match=TRUE;plc_internal_match=TRUE,working/raw/raspi_evidence.csv + working/raw/openplc_evidence.csv,14
2026-07-18T12:26:14.424Z,16,CROSS_LAYER_COLLECTION,PAIRED_COLLECTION_RECORD,PRE_ATTACK,collector-20260718T122600Z-53c3e2f1-COL-000015,15,,,,,,,,,,110,110,110,110,raspi=SUCCESS;openplc=SUCCESS,source_match=TRUE;cross_layer_match=TRUE;plc_internal_match=TRUE,working/raw/raspi_evidence.csv + working/raw/openplc_evidence.csv,15
2026-07-18T12:26:15.440Z,17,CROSS_LAYER_COLLECTION,PAIRED_COLLECTION_RECORD,PRE_ATTACK,collector-20260718T122600Z-53c3e2f1-COL-000016,16,,,,,,,,,,111,111,111,111,raspi=SUCCESS;openplc=SUCCESS,source_match=TRUE;cross_layer_match=TRUE;plc_internal_match=TRUE,working/raw/raspi_evidence.csv + working/raw/openplc_evidence.csv,16
2026-07-18T12:26:16.440Z,18,CROSS_LAYER_COLLECTION,PAIRED_COLLECTION_RECORD,PRE_ATTACK,collector-20260718T122600Z-53c3e2f1-COL-000017,17,,,,,,,,,,112,112,112,112,raspi=SUCCESS;openplc=SUCCESS,source_match=TRUE;cross_layer_match=TRUE;plc_internal_match=TRUE,working/raw/raspi_evidence.csv + working/raw/openplc_evidence.csv,17
2026-07-18T12:26:17.450Z,19,CROSS_LAYER_COLLECTION,PAIRED_COLLECTION_RECORD,PRE_ATTACK,collector-20260718T122600Z-53c3e2f1-COL-000018,18,,,,,,,,,,112,112,112,112,raspi=SUCCESS;openplc=SUCCESS,source_match=TRUE;cross_layer_match=TRUE;plc_internal_match=TRUE,working/raw/raspi_evidence.csv + working/raw/openplc_evidence.csv,18
