scenario,configured_attack_value,attack_observation_count,first_network_write_utc,last_network_write_utc,first_attack_value_observed_utc,last_attack_value_observed_utc,first_normal_observation_utc,stable_recovery_start_utc,stable_recovery_confirmed_utc,network_to_first_attack_observation_seconds,last_network_write_to_first_normal_seconds,last_attack_observation_to_first_normal_seconds,last_network_write_to_stable_confirmation_seconds,last_attack_observation_to_stable_confirmation_seconds,stable_record_requirement,network_evidence_available
PERLAKUAN_3_KOMBINASI,1000,0,,,,,,,,,,,,,3,FALSE
