custody_id,timestamp_utc,person,action,source_location,destination_location,reason,verification_reference,status,notes
COC-001,2026-07-18T20:19:29.610Z,Yunan Yuga Pratama,SOURCE_VERIFIED,C:\Users\user\Documents\PrivateProject\DFIR\evidence\PERLAKUAN_1_FDI\collector-20260718T122600Z-53c3e2f1\raw; C:\Users\user\Documents\PrivateProject\DFIR\evidence\PERLAKUAN_1_FDI\collector-20260718T122600Z-53c3e2f1\metadata,,Verifikasi raw terhadap collector hash manifest.,source_hash_verification.csv,COMPLETED,
COC-002,2026-07-18T20:19:29.610Z,Yunan Yuga Pratama,MASTER_COPY_CREATED,C:\Users\user\Documents\PrivateProject\DFIR\evidence\PERLAKUAN_1_FDI\collector-20260718T122600Z-53c3e2f1\raw; C:\Users\user\Documents\PrivateProject\DFIR\evidence\PERLAKUAN_1_FDI\collector-20260718T122600Z-53c3e2f1\metadata,C:\Users\user\Documents\PrivateProject\DFIR\evidence\PERLAKUAN_1_FDI\collector-20260718T122600Z-53c3e2f1\master,Membuat evidence acuan untuk preservation.,master_hash_verification.csv,COMPLETED,Master dibuat read-only setelah verifikasi berhasil.
COC-003,2026-07-18T20:19:29.610Z,Yunan Yuga Pratama,WORKING_COPY_CREATED,C:\Users\user\Documents\PrivateProject\DFIR\evidence\PERLAKUAN_1_FDI\collector-20260718T122600Z-53c3e2f1\master,C:\Users\user\Documents\PrivateProject\DFIR\evidence\PERLAKUAN_1_FDI\collector-20260718T122600Z-53c3e2f1\working,Membuat salinan untuk examination dan analysis.,working_hash_verification.csv,COMPLETED,
COC-004,2026-07-18T20:21:27.130Z,Yunan Yuga Pratama,EXAMINATION_COMPLETED,C:\Users\user\Documents\PrivateProject\DFIR\evidence\PERLAKUAN_1_FDI\collector-20260718T122600Z-53c3e2f1\working,C:\Users\user\Documents\PrivateProject\DFIR\evidence\PERLAKUAN_1_FDI\collector-20260718T122600Z-53c3e2f1\analysis\examination,"Pemeriksaan, normalisasi, pairing, ekstraksi PCAP, dan penyusunan candidate timeline.",analysis/examination/examination_manifest.csv,READY_FOR_ANALYSIS,run_id=examination-20260718T202126Z-a4e5742f
