pcap_file,pcap_relative_path,size_bytes,sha256,parse_status,packet_count,tcp_packet_count,modbus_event_count,fc06_request_count,fc06_response_count,first_packet_timestamp_utc,last_packet_timestamp_utc,first_modbus_timestamp_utc,last_modbus_timestamp_utc,interface_names,interface_descriptions,link_types,network_parse_failed_count,error_message
baseline_wifi_adapter.pcapng,raw/baseline_wifi_adapter.pcapng,376316,f8b7e97864fd6afebea641c5f49eb1908da1b61832e107ed512b7e34c019c577,SUCCESS,1543,1351,406,20,20,2026-07-18T12:23:00.415215Z,2026-07-18T12:23:41.741133Z,2026-07-18T12:23:00.415215Z,2026-07-18T12:23:41.505297Z,"[""\\Device\\NPF_{6A5DCDF9-77C1-4347-8558-DA834108349A}""]","[""Wi-Fi""]",[1],0,
