pcap_file,pcap_relative_path,size_bytes,sha256,parse_status,packet_count,tcp_packet_count,modbus_event_count,fc06_request_count,fc06_response_count,first_packet_timestamp_utc,last_packet_timestamp_utc,first_modbus_timestamp_utc,last_modbus_timestamp_utc,interface_names,interface_descriptions,link_types,network_parse_failed_count,error_message
baseline.pcapng,raw/baseline.pcapng,457076,9a0a4a5475496232b43cc09ee4c8353c26ef125f820e7714da6e676f092b0682,SUCCESS,2199,1345,204,0,0,2026-07-28T10:44:36.609868Z,2026-07-28T10:47:33.282172Z,2026-07-28T10:44:38.900196Z,2026-07-28T10:47:28.962394Z,"[""\\Device\\NPF_{205226CA-7599-4E30-A1C7-F94A3601DA74}""]","[""Wi-Fi 2""]",[1],0,
