scenario,configured_attack_value,attack_observation_count,first_network_write_utc,last_network_write_utc,first_attack_value_observed_utc,last_attack_value_observed_utc,first_normal_observation_utc,stable_recovery_start_utc,stable_recovery_confirmed_utc,network_to_first_attack_observation_seconds,last_network_write_to_first_normal_seconds,last_attack_observation_to_first_normal_seconds,last_network_write_to_stable_confirmation_seconds,last_attack_observation_to_stable_confirmation_seconds,stable_record_requirement,network_evidence_available
PERLAKUAN_1_FDI,100,31,2026-07-28T11:43:07.651Z,2026-07-28T11:43:37.474Z,2026-07-28T11:43:08.714Z,2026-07-28T11:43:38.716Z,2026-07-28T11:43:39.729Z,2026-07-28T11:43:39.729Z,2026-07-28T11:43:41.730Z,1.062,2.254,1.013,4.255,3.014,3,TRUE
