experiment_id,scenario,experiment_phase,phase_source,collector_session_id,collection_id,collection_sequence,collector_host,collector_started_at,cycle_started_at,cycle_completed_at,acquisition_window_ms,sampling_skew_ms,openplc_read_started_at,openplc_read_finished_at,openplc_read_duration_ms,source_layer,source_device,source_endpoint,acquisition_method,read_status,register_read_status,coil_read_status,error_type,error_message,openplc_ip,openplc_port,unit_id,holding_register_start,holding_register_count,coil_start,coil_count,odo_meter_from_pi,flow_rate_x1000_from_pi,flow_rate_lpm_decoded,volume_x10000_from_pi,volume_litre_decoded,payment_status_from_pi,source_sequence_from_pi,observed_valve_raw_from_pi,node_id_from_pi,odo_meter_processed,process_state,valve_reason,valve_command,abnormal_usage,payment_blocked,raw_registers_unsigned,raw_registers_signed,raw_coils
EXP-20260728T100104Z-1169a354,BASELINE,BASELINE,command_line,collector-20260728T100104Z-3cefad76,collector-20260728T100104Z-3cefad76-COL-000001,1,Youma-PC,2026-07-28T10:01:04.709Z,2026-07-28T10:01:05.105Z,2026-07-28T10:01:11.251Z,6145.984,3003.0,2026-07-28T10:01:08.248Z,2026-07-28T10:01:11.251Z,3002.929,openplc_controller,192.168.100.93,modbus://192.168.100.93:502,modbus_tcp_read_only,FAILED,FAILED,FAILED,MODBUS_CONNECTION_ERROR,Gagal terhubung ke OpenPLC 192.168.100.93:502,192.168.100.93,502,1,1024,10,0,3,,,,,,,,,,,,,,,,[],[],[]
EXP-20260728T100104Z-1169a354,BASELINE,BASELINE,command_line,collector-20260728T100104Z-3cefad76,collector-20260728T100104Z-3cefad76-COL-000002,2,Youma-PC,2026-07-28T10:01:04.709Z,2026-07-28T10:01:11.298Z,2026-07-28T10:01:17.319Z,6020.947,3004.0,2026-07-28T10:01:14.315Z,2026-07-28T10:01:17.319Z,3004.029,openplc_controller,192.168.100.93,modbus://192.168.100.93:502,modbus_tcp_read_only,FAILED,FAILED,FAILED,MODBUS_CONNECTION_ERROR,Gagal terhubung ke OpenPLC 192.168.100.93:502,192.168.100.93,502,1,1024,10,0,3,,,,,,,,,,,,,,,,[],[],[]
EXP-20260728T100104Z-1169a354,BASELINE,BASELINE,command_line,collector-20260728T100104Z-3cefad76,collector-20260728T100104Z-3cefad76-COL-000003,3,Youma-PC,2026-07-28T10:01:04.709Z,2026-07-28T10:01:17.364Z,2026-07-28T10:01:23.381Z,6017.119,3011.0,2026-07-28T10:01:20.371Z,2026-07-28T10:01:23.381Z,3010.417,openplc_controller,192.168.100.93,modbus://192.168.100.93:502,modbus_tcp_read_only,FAILED,FAILED,FAILED,MODBUS_CONNECTION_ERROR,Gagal terhubung ke OpenPLC 192.168.100.93:502,192.168.100.93,502,1,1024,10,0,3,,,,,,,,,,,,,,,,[],[],[]
EXP-20260728T100104Z-1169a354,BASELINE,BASELINE,command_line,collector-20260728T100104Z-3cefad76,collector-20260728T100104Z-3cefad76-COL-000004,4,Youma-PC,2026-07-28T10:01:04.709Z,2026-07-28T10:01:23.426Z,2026-07-28T10:01:29.458Z,6031.536,3015.0,2026-07-28T10:01:26.443Z,2026-07-28T10:01:29.458Z,3014.781,openplc_controller,192.168.100.93,modbus://192.168.100.93:502,modbus_tcp_read_only,FAILED,FAILED,FAILED,MODBUS_CONNECTION_ERROR,Gagal terhubung ke OpenPLC 192.168.100.93:502,192.168.100.93,502,1,1024,10,0,3,,,,,,,,,,,,,,,,[],[],[]
