pcap_file,pcap_relative_path,size_bytes,sha256,parse_status,packet_count,tcp_packet_count,modbus_event_count,fc06_request_count,fc06_response_count,first_packet_timestamp_utc,last_packet_timestamp_utc,first_modbus_timestamp_utc,last_modbus_timestamp_utc,interface_names,interface_descriptions,link_types,network_parse_failed_count,error_message
perlakuan2.pcapng,raw/perlakuan2.pcapng,1122296,5bec77fee144a8ecc176750a02688bd4cb55c075930fbec06ca8bee01ac40d7f,SUCCESS,2455,1881,39443,28607,10409,2026-07-28T11:51:22.813596Z,2026-07-28T11:52:51.860859Z,2026-07-28T11:51:23.768644Z,2026-07-28T11:52:04.183985Z,"[""\\Device\\NPF_{205226CA-7599-4E30-A1C7-F94A3601DA74}""]","[""Wi-Fi 2""]",[1],0,
