experiment_id,scenario,experiment_phase,phase_source,collector_session_id,collection_id,collection_sequence,collector_host,collector_started_at,cycle_started_at,cycle_completed_at,acquisition_window_ms,sampling_skew_ms,openplc_read_started_at,openplc_read_finished_at,openplc_read_duration_ms,source_layer,source_device,source_endpoint,acquisition_method,read_status,register_read_status,coil_read_status,error_type,error_message,openplc_ip,openplc_port,unit_id,holding_register_start,holding_register_count,coil_start,coil_count,odo_meter_from_pi,flow_rate_x1000_from_pi,flow_rate_lpm_decoded,volume_x10000_from_pi,volume_litre_decoded,payment_status_from_pi,source_sequence_from_pi,observed_valve_raw_from_pi,node_id_from_pi,odo_meter_processed,process_state,valve_reason,valve_command,abnormal_usage,payment_blocked,raw_registers_unsigned,raw_registers_signed,raw_coils,_source_csv_row
EXP-P2-01,PERLAKUAN_2_FLOOD,PRE_ATTACK,C:\Users\user\Documents\PrivateProject\DFIR\experiment_phase.json,collector-20260728T115112Z-dc91fc98,collector-20260728T115112Z-dc91fc98-COL-000021,21,Youma-PC,2026-07-28T11:51:12.112Z,2026-07-28T11:51:32.474Z,2026-07-28T11:51:32.519Z,44.454,14.0,2026-07-28T11:51:32.506Z,2026-07-28T11:51:32.519Z,13.147,openplc_controller,192.168.21.209,modbus://192.168.21.209:502,modbus_tcp_read_only,SUCCESS,SUCCESS,SUCCESS,,,192.168.21.209,502,1,1024,10,0,3,52,65,0.065,40,0.004,1,573,0,1,52,1,0,TRUE,FALSE,FALSE,"[52,65,40,1,573,0,1,52,1,0]","[52,65,40,1,573,0,1,52,1,0]","[true,false,false]",22
EXP-P2-01,PERLAKUAN_2_FLOOD,PRE_ATTACK,C:\Users\user\Documents\PrivateProject\DFIR\experiment_phase.json,collector-20260728T115112Z-dc91fc98,collector-20260728T115112Z-dc91fc98-COL-000022,22,Youma-PC,2026-07-28T11:51:12.112Z,2026-07-28T11:51:33.475Z,2026-07-28T11:51:33.521Z,46.747,8.0,2026-07-28T11:51:33.514Z,2026-07-28T11:51:33.521Z,7.743,openplc_controller,192.168.21.209,modbus://192.168.21.209:502,modbus_tcp_read_only,SUCCESS,SUCCESS,SUCCESS,,,192.168.21.209,502,1,1024,10,0,3,52,65,0.065,40,0.004,1,573,0,1,52,1,0,TRUE,FALSE,FALSE,"[52,65,40,1,573,0,1,52,1,0]","[52,65,40,1,573,0,1,52,1,0]","[true,false,false]",23
EXP-P2-01,PERLAKUAN_2_FLOOD,PRE_ATTACK,C:\Users\user\Documents\PrivateProject\DFIR\experiment_phase.json,collector-20260728T115112Z-dc91fc98,collector-20260728T115112Z-dc91fc98-COL-000023,23,Youma-PC,2026-07-28T11:51:12.112Z,2026-07-28T11:51:34.475Z,2026-07-28T11:51:34.519Z,43.95,5.0,2026-07-28T11:51:34.514Z,2026-07-28T11:51:34.519Z,4.95,openplc_controller,192.168.21.209,modbus://192.168.21.209:502,modbus_tcp_read_only,SUCCESS,SUCCESS,SUCCESS,,,192.168.21.209,502,1,1024,10,0,3,52,65,0.065,40,0.004,1,573,0,1,52,1,0,TRUE,FALSE,FALSE,"[52,65,40,1,573,0,1,52,1,0]","[52,65,40,1,573,0,1,52,1,0]","[true,false,false]",24
EXP-P2-01,PERLAKUAN_2_FLOOD,PRE_ATTACK,C:\Users\user\Documents\PrivateProject\DFIR\experiment_phase.json,collector-20260728T115112Z-dc91fc98,collector-20260728T115112Z-dc91fc98-COL-000024,24,Youma-PC,2026-07-28T11:51:12.112Z,2026-07-28T11:51:35.475Z,2026-07-28T11:51:35.512Z,36.646,7.0,2026-07-28T11:51:35.505Z,2026-07-28T11:51:35.512Z,6.972,openplc_controller,192.168.21.209,modbus://192.168.21.209:502,modbus_tcp_read_only,SUCCESS,SUCCESS,SUCCESS,,,192.168.21.209,502,1,1024,10,0,3,52,65,0.065,40,0.004,1,573,0,1,52,1,0,TRUE,FALSE,FALSE,"[52,65,40,1,573,0,1,52,1,0]","[52,65,40,1,573,0,1,52,1,0]","[true,false,false]",25
EXP-P2-01,PERLAKUAN_2_FLOOD,PRE_ATTACK,C:\Users\user\Documents\PrivateProject\DFIR\experiment_phase.json,collector-20260728T115112Z-dc91fc98,collector-20260728T115112Z-dc91fc98-COL-000025,25,Youma-PC,2026-07-28T11:51:12.112Z,2026-07-28T11:51:36.476Z,2026-07-28T11:51:36.522Z,46.7,5.0,2026-07-28T11:51:36.517Z,2026-07-28T11:51:36.522Z,5.156,openplc_controller,192.168.21.209,modbus://192.168.21.209:502,modbus_tcp_read_only,SUCCESS,SUCCESS,SUCCESS,,,192.168.21.209,502,1,1024,10,0,3,66,13,0.013,40,0.004,1,574,0,1,52,1,0,TRUE,FALSE,FALSE,"[66,13,40,1,574,0,1,52,1,0]","[66,13,40,1,574,0,1,52,1,0]","[true,false,false]",26
EXP-P2-01,PERLAKUAN_2_FLOOD,PRE_ATTACK,C:\Users\user\Documents\PrivateProject\DFIR\experiment_phase.json,collector-20260728T115112Z-dc91fc98,collector-20260728T115112Z-dc91fc98-COL-000026,26,Youma-PC,2026-07-28T11:51:12.112Z,2026-07-28T11:51:37.476Z,2026-07-28T11:51:37.507Z,31.532,7.0,2026-07-28T11:51:37.500Z,2026-07-28T11:51:37.507Z,7.24,openplc_controller,192.168.21.209,modbus://192.168.21.209:502,modbus_tcp_read_only,SUCCESS,SUCCESS,SUCCESS,,,192.168.21.209,502,1,1024,10,0,3,66,13,0.013,40,0.004,1,574,0,1,66,1,0,TRUE,FALSE,FALSE,"[66,13,40,1,574,0,1,66,1,0]","[66,13,40,1,574,0,1,66,1,0]","[true,false,false]",27
EXP-P2-01,PERLAKUAN_2_FLOOD,PRE_ATTACK,C:\Users\user\Documents\PrivateProject\DFIR\experiment_phase.json,collector-20260728T115112Z-dc91fc98,collector-20260728T115112Z-dc91fc98-COL-000027,27,Youma-PC,2026-07-28T11:51:12.112Z,2026-07-28T11:51:38.477Z,2026-07-28T11:51:38.525Z,48.376,8.0,2026-07-28T11:51:38.517Z,2026-07-28T11:51:38.525Z,7.696,openplc_controller,192.168.21.209,modbus://192.168.21.209:502,modbus_tcp_read_only,SUCCESS,SUCCESS,SUCCESS,,,192.168.21.209,502,1,1024,10,0,3,66,13,0.013,40,0.004,1,574,0,1,66,1,0,TRUE,FALSE,FALSE,"[66,13,40,1,574,0,1,66,1,0]","[66,13,40,1,574,0,1,66,1,0]","[true,false,false]",28
EXP-P2-01,PERLAKUAN_2_FLOOD,PRE_ATTACK,C:\Users\user\Documents\PrivateProject\DFIR\experiment_phase.json,collector-20260728T115112Z-dc91fc98,collector-20260728T115112Z-dc91fc98-COL-000028,28,Youma-PC,2026-07-28T11:51:12.112Z,2026-07-28T11:51:39.477Z,2026-07-28T11:51:39.511Z,33.672,5.0,2026-07-28T11:51:39.505Z,2026-07-28T11:51:39.510Z,5.02,openplc_controller,192.168.21.209,modbus://192.168.21.209:502,modbus_tcp_read_only,SUCCESS,SUCCESS,SUCCESS,,,192.168.21.209,502,1,1024,10,0,3,66,13,0.013,40,0.004,1,574,0,1,66,1,0,TRUE,FALSE,FALSE,"[66,13,40,1,574,0,1,66,1,0]","[66,13,40,1,574,0,1,66,1,0]","[true,false,false]",29
EXP-P2-01,PERLAKUAN_2_FLOOD,PRE_ATTACK,C:\Users\user\Documents\PrivateProject\DFIR\experiment_phase.json,collector-20260728T115112Z-dc91fc98,collector-20260728T115112Z-dc91fc98-COL-000029,29,Youma-PC,2026-07-28T11:51:12.112Z,2026-07-28T11:51:40.477Z,2026-07-28T11:51:40.510Z,33.212,9.0,2026-07-28T11:51:40.501Z,2026-07-28T11:51:40.510Z,9.211,openplc_controller,192.168.21.209,modbus://192.168.21.209:502,modbus_tcp_read_only,SUCCESS,SUCCESS,SUCCESS,,,192.168.21.209,502,1,1024,10,0,3,66,13,0.013,40,0.004,1,574,0,1,66,1,0,TRUE,FALSE,FALSE,"[66,13,40,1,574,0,1,66,1,0]","[66,13,40,1,574,0,1,66,1,0]","[true,false,false]",30
EXP-P2-01,PERLAKUAN_2_FLOOD,PRE_ATTACK,C:\Users\user\Documents\PrivateProject\DFIR\experiment_phase.json,collector-20260728T115112Z-dc91fc98,collector-20260728T115112Z-dc91fc98-COL-000030,30,Youma-PC,2026-07-28T11:51:12.112Z,2026-07-28T11:51:41.478Z,2026-07-28T11:51:41.505Z,27.815,6.0,2026-07-28T11:51:41.499Z,2026-07-28T11:51:41.505Z,6.621,openplc_controller,192.168.21.209,modbus://192.168.21.209:502,modbus_tcp_read_only,SUCCESS,SUCCESS,SUCCESS,,,192.168.21.209,502,1,1024,10,0,3,66,13,0.013,40,0.004,1,574,0,1,66,1,0,TRUE,FALSE,FALSE,"[66,13,40,1,574,0,1,66,1,0]","[66,13,40,1,574,0,1,66,1,0]","[true,false,false]",31
EXP-P2-01,PERLAKUAN_2_FLOOD,PRE_ATTACK,C:\Users\user\Documents\PrivateProject\DFIR\experiment_phase.json,collector-20260728T115112Z-dc91fc98,collector-20260728T115112Z-dc91fc98-COL-000031,31,Youma-PC,2026-07-28T11:51:12.112Z,2026-07-28T11:51:42.478Z,2026-07-28T11:51:42.519Z,41.401,7.0,2026-07-28T11:51:42.512Z,2026-07-28T11:51:42.519Z,7.36,openplc_controller,192.168.21.209,modbus://192.168.21.209:502,modbus_tcp_read_only,SUCCESS,SUCCESS,SUCCESS,,,192.168.21.209,502,1,1024,10,0,3,66,13,0.013,40,0.004,1,574,0,1,66,1,0,TRUE,FALSE,FALSE,"[66,13,40,1,574,0,1,66,1,0]","[66,13,40,1,574,0,1,66,1,0]","[true,false,false]",32
