pcap_file,packet_number,adu_index,timestamp_utc,timestamp_epoch,interface_id,interface_name,interface_description,link_type,source_ip,destination_ip,source_port,destination_port,tcp_sequence,tcp_acknowledgment,tcp_flags,tcp_stream_key,direction,transaction_id,protocol_id,mbap_length,unit_id,function_code,function_name,is_exception,exception_code,register_address,quantity,register_value,register_values,coil_value,byte_count,pdu_hex,parse_status,parse_note
perlakuan2.pcapng,555,25,2026-07-28T11:51:50.924994Z,1785239510.9249938,0,\Device\NPF_{205226CA-7599-4E30-A1C7-F94A3601DA74},Wi-Fi 2,1,192.168.21.210,192.168.21.209,54910,502,65851727,2718882050,ACK,192.168.21.209:502<->192.168.21.210:54910,REQUEST,0,0,6,1,6,WRITE_SINGLE_REGISTER,FALSE,,1024,,1212,,,,06040004bc,SUCCESS,
perlakuan2.pcapng,555,26,2026-07-28T11:51:50.924994Z,1785239510.9249938,0,\Device\NPF_{205226CA-7599-4E30-A1C7-F94A3601DA74},Wi-Fi 2,1,192.168.21.210,192.168.21.209,54910,502,65851727,2718882050,ACK,192.168.21.209:502<->192.168.21.210:54910,REQUEST,0,0,6,1,6,WRITE_SINGLE_REGISTER,FALSE,,1024,,1212,,,,06040004bc,SUCCESS,
perlakuan2.pcapng,555,27,2026-07-28T11:51:50.924994Z,1785239510.9249938,0,\Device\NPF_{205226CA-7599-4E30-A1C7-F94A3601DA74},Wi-Fi 2,1,192.168.21.210,192.168.21.209,54910,502,65851727,2718882050,ACK,192.168.21.209:502<->192.168.21.210:54910,REQUEST,0,0,6,1,6,WRITE_SINGLE_REGISTER,FALSE,,1024,,1212,,,,06040004bc,SUCCESS,
perlakuan2.pcapng,555,28,2026-07-28T11:51:50.924994Z,1785239510.9249938,0,\Device\NPF_{205226CA-7599-4E30-A1C7-F94A3601DA74},Wi-Fi 2,1,192.168.21.210,192.168.21.209,54910,502,65851727,2718882050,ACK,192.168.21.209:502<->192.168.21.210:54910,REQUEST,0,0,6,1,6,WRITE_SINGLE_REGISTER,FALSE,,1024,,1212,,,,06040004bc,SUCCESS,
perlakuan2.pcapng,555,29,2026-07-28T11:51:50.924994Z,1785239510.9249938,0,\Device\NPF_{205226CA-7599-4E30-A1C7-F94A3601DA74},Wi-Fi 2,1,192.168.21.210,192.168.21.209,54910,502,65851727,2718882050,ACK,192.168.21.209:502<->192.168.21.210:54910,REQUEST,0,0,6,1,6,WRITE_SINGLE_REGISTER,FALSE,,1024,,1212,,,,06040004bc,SUCCESS,
perlakuan2.pcapng,555,30,2026-07-28T11:51:50.924994Z,1785239510.9249938,0,\Device\NPF_{205226CA-7599-4E30-A1C7-F94A3601DA74},Wi-Fi 2,1,192.168.21.210,192.168.21.209,54910,502,65851727,2718882050,ACK,192.168.21.209:502<->192.168.21.210:54910,REQUEST,0,0,6,1,6,WRITE_SINGLE_REGISTER,FALSE,,1024,,1212,,,,06040004bc,SUCCESS,
perlakuan2.pcapng,555,31,2026-07-28T11:51:50.924994Z,1785239510.9249938,0,\Device\NPF_{205226CA-7599-4E30-A1C7-F94A3601DA74},Wi-Fi 2,1,192.168.21.210,192.168.21.209,54910,502,65851727,2718882050,ACK,192.168.21.209:502<->192.168.21.210:54910,REQUEST,0,0,6,1,6,WRITE_SINGLE_REGISTER,FALSE,,1024,,1212,,,,06040004bc,SUCCESS,
perlakuan2.pcapng,555,32,2026-07-28T11:51:50.924994Z,1785239510.9249938,0,\Device\NPF_{205226CA-7599-4E30-A1C7-F94A3601DA74},Wi-Fi 2,1,192.168.21.210,192.168.21.209,54910,502,65851727,2718882050,ACK,192.168.21.209:502<->192.168.21.210:54910,REQUEST,0,0,6,1,6,WRITE_SINGLE_REGISTER,FALSE,,1024,,1212,,,,06040004bc,SUCCESS,
perlakuan2.pcapng,555,33,2026-07-28T11:51:50.924994Z,1785239510.9249938,0,\Device\NPF_{205226CA-7599-4E30-A1C7-F94A3601DA74},Wi-Fi 2,1,192.168.21.210,192.168.21.209,54910,502,65851727,2718882050,ACK,192.168.21.209:502<->192.168.21.210:54910,REQUEST,0,0,6,1,6,WRITE_SINGLE_REGISTER,FALSE,,1024,,1212,,,,06040004bc,SUCCESS,
perlakuan2.pcapng,555,34,2026-07-28T11:51:50.924994Z,1785239510.9249938,0,\Device\NPF_{205226CA-7599-4E30-A1C7-F94A3601DA74},Wi-Fi 2,1,192.168.21.210,192.168.21.209,54910,502,65851727,2718882050,ACK,192.168.21.209:502<->192.168.21.210:54910,REQUEST,0,0,6,1,6,WRITE_SINGLE_REGISTER,FALSE,,1024,,1212,,,,06040004bc,SUCCESS,
perlakuan2.pcapng,555,35,2026-07-28T11:51:50.924994Z,1785239510.9249938,0,\Device\NPF_{205226CA-7599-4E30-A1C7-F94A3601DA74},Wi-Fi 2,1,192.168.21.210,192.168.21.209,54910,502,65851727,2718882050,ACK,192.168.21.209:502<->192.168.21.210:54910,REQUEST,0,0,6,1,6,WRITE_SINGLE_REGISTER,FALSE,,1024,,1212,,,,06040004bc,SUCCESS,
perlakuan2.pcapng,555,36,2026-07-28T11:51:50.924994Z,1785239510.9249938,0,\Device\NPF_{205226CA-7599-4E30-A1C7-F94A3601DA74},Wi-Fi 2,1,192.168.21.210,192.168.21.209,54910,502,65851727,2718882050,ACK,192.168.21.209:502<->192.168.21.210:54910,REQUEST,0,0,6,1,6,WRITE_SINGLE_REGISTER,FALSE,,1024,,1212,,,,06040004bc,SUCCESS,
perlakuan2.pcapng,555,37,2026-07-28T11:51:50.924994Z,1785239510.9249938,0,\Device\NPF_{205226CA-7599-4E30-A1C7-F94A3601DA74},Wi-Fi 2,1,192.168.21.210,192.168.21.209,54910,502,65851727,2718882050,ACK,192.168.21.209:502<->192.168.21.210:54910,REQUEST,0,0,6,1,6,WRITE_SINGLE_REGISTER,FALSE,,1024,,1212,,,,06040004bc,SUCCESS,
perlakuan2.pcapng,555,38,2026-07-28T11:51:50.924994Z,1785239510.9249938,0,\Device\NPF_{205226CA-7599-4E30-A1C7-F94A3601DA74},Wi-Fi 2,1,192.168.21.210,192.168.21.209,54910,502,65851727,2718882050,ACK,192.168.21.209:502<->192.168.21.210:54910,REQUEST,0,0,6,1,6,WRITE_SINGLE_REGISTER,FALSE,,1024,,1212,,,,06040004bc,SUCCESS,
perlakuan2.pcapng,555,39,2026-07-28T11:51:50.924994Z,1785239510.9249938,0,\Device\NPF_{205226CA-7599-4E30-A1C7-F94A3601DA74},Wi-Fi 2,1,192.168.21.210,192.168.21.209,54910,502,65851727,2718882050,ACK,192.168.21.209:502<->192.168.21.210:54910,REQUEST,0,0,6,1,6,WRITE_SINGLE_REGISTER,FALSE,,1024,,1212,,,,06040004bc,SUCCESS,
perlakuan2.pcapng,555,40,2026-07-28T11:51:50.924994Z,1785239510.9249938,0,\Device\NPF_{205226CA-7599-4E30-A1C7-F94A3601DA74},Wi-Fi 2,1,192.168.21.210,192.168.21.209,54910,502,65851727,2718882050,ACK,192.168.21.209:502<->192.168.21.210:54910,REQUEST,0,0,6,1,6,WRITE_SINGLE_REGISTER,FALSE,,1024,,1212,,,,06040004bc,SUCCESS,
perlakuan2.pcapng,555,41,2026-07-28T11:51:50.924994Z,1785239510.9249938,0,\Device\NPF_{205226CA-7599-4E30-A1C7-F94A3601DA74},Wi-Fi 2,1,192.168.21.210,192.168.21.209,54910,502,65851727,2718882050,ACK,192.168.21.209:502<->192.168.21.210:54910,REQUEST,0,0,6,1,6,WRITE_SINGLE_REGISTER,FALSE,,1024,,1212,,,,06040004bc,SUCCESS,
perlakuan2.pcapng,555,42,2026-07-28T11:51:50.924994Z,1785239510.9249938,0,\Device\NPF_{205226CA-7599-4E30-A1C7-F94A3601DA74},Wi-Fi 2,1,192.168.21.210,192.168.21.209,54910,502,65851727,2718882050,ACK,192.168.21.209:502<->192.168.21.210:54910,REQUEST,0,0,6,1,6,WRITE_SINGLE_REGISTER,FALSE,,1024,,1212,,,,06040004bc,SUCCESS,
perlakuan2.pcapng,555,43,2026-07-28T11:51:50.924994Z,1785239510.9249938,0,\Device\NPF_{205226CA-7599-4E30-A1C7-F94A3601DA74},Wi-Fi 2,1,192.168.21.210,192.168.21.209,54910,502,65851727,2718882050,ACK,192.168.21.209:502<->192.168.21.210:54910,REQUEST,0,0,6,1,6,WRITE_SINGLE_REGISTER,FALSE,,1024,,1212,,,,06040004bc,SUCCESS,
perlakuan2.pcapng,555,44,2026-07-28T11:51:50.924994Z,1785239510.9249938,0,\Device\NPF_{205226CA-7599-4E30-A1C7-F94A3601DA74},Wi-Fi 2,1,192.168.21.210,192.168.21.209,54910,502,65851727,2718882050,ACK,192.168.21.209:502<->192.168.21.210:54910,REQUEST,0,0,6,1,6,WRITE_SINGLE_REGISTER,FALSE,,1024,,1212,,,,06040004bc,SUCCESS,
perlakuan2.pcapng,555,45,2026-07-28T11:51:50.924994Z,1785239510.9249938,0,\Device\NPF_{205226CA-7599-4E30-A1C7-F94A3601DA74},Wi-Fi 2,1,192.168.21.210,192.168.21.209,54910,502,65851727,2718882050,ACK,192.168.21.209:502<->192.168.21.210:54910,REQUEST,0,0,6,1,6,WRITE_SINGLE_REGISTER,FALSE,,1024,,1212,,,,06040004bc,SUCCESS,
perlakuan2.pcapng,555,46,2026-07-28T11:51:50.924994Z,1785239510.9249938,0,\Device\NPF_{205226CA-7599-4E30-A1C7-F94A3601DA74},Wi-Fi 2,1,192.168.21.210,192.168.21.209,54910,502,65851727,2718882050,ACK,192.168.21.209:502<->192.168.21.210:54910,REQUEST,0,0,6,1,6,WRITE_SINGLE_REGISTER,FALSE,,1024,,1212,,,,06040004bc,SUCCESS,
perlakuan2.pcapng,555,47,2026-07-28T11:51:50.924994Z,1785239510.9249938,0,\Device\NPF_{205226CA-7599-4E30-A1C7-F94A3601DA74},Wi-Fi 2,1,192.168.21.210,192.168.21.209,54910,502,65851727,2718882050,ACK,192.168.21.209:502<->192.168.21.210:54910,REQUEST,0,0,6,1,6,WRITE_SINGLE_REGISTER,FALSE,,1024,,1212,,,,06040004bc,SUCCESS,
perlakuan2.pcapng,555,48,2026-07-28T11:51:50.924994Z,1785239510.9249938,0,\Device\NPF_{205226CA-7599-4E30-A1C7-F94A3601DA74},Wi-Fi 2,1,192.168.21.210,192.168.21.209,54910,502,65851727,2718882050,ACK,192.168.21.209:502<->192.168.21.210:54910,REQUEST,0,0,6,1,6,WRITE_SINGLE_REGISTER,FALSE,,1024,,1212,,,,06040004bc,SUCCESS,
perlakuan2.pcapng,555,49,2026-07-28T11:51:50.924994Z,1785239510.9249938,0,\Device\NPF_{205226CA-7599-4E30-A1C7-F94A3601DA74},Wi-Fi 2,1,192.168.21.210,192.168.21.209,54910,502,65851727,2718882050,ACK,192.168.21.209:502<->192.168.21.210:54910,REQUEST,0,0,6,1,6,WRITE_SINGLE_REGISTER,FALSE,,1024,,1212,,,,06040004bc,SUCCESS,
perlakuan2.pcapng,555,50,2026-07-28T11:51:50.924994Z,1785239510.9249938,0,\Device\NPF_{205226CA-7599-4E30-A1C7-F94A3601DA74},Wi-Fi 2,1,192.168.21.210,192.168.21.209,54910,502,65851727,2718882050,ACK,192.168.21.209:502<->192.168.21.210:54910,REQUEST,0,0,6,1,6,WRITE_SINGLE_REGISTER,FALSE,,1024,,1212,,,,06040004bc,SUCCESS,
perlakuan2.pcapng,555,51,2026-07-28T11:51:50.924994Z,1785239510.9249938,0,\Device\NPF_{205226CA-7599-4E30-A1C7-F94A3601DA74},Wi-Fi 2,1,192.168.21.210,192.168.21.209,54910,502,65851727,2718882050,ACK,192.168.21.209:502<->192.168.21.210:54910,REQUEST,0,0,6,1,6,WRITE_SINGLE_REGISTER,FALSE,,1024,,1212,,,,06040004bc,SUCCESS,
