custody_id,timestamp_utc,person,action,source_location,destination_location,reason,verification_reference,status,notes
COC-001,2026-07-28T22:07:07.391Z,Mr. Y,SOURCE_VERIFIED,C:\Users\user\Documents\PrivateProject\DFIR\evidence\PERLAKUAN_1_FDI\collector-20260728T114259Z-42bbddba\raw; C:\Users\user\Documents\PrivateProject\DFIR\evidence\PERLAKUAN_1_FDI\collector-20260728T114259Z-42bbddba\metadata,,Verifikasi raw terhadap collector hash manifest.,source_hash_verification.csv,COMPLETED,
COC-002,2026-07-28T22:07:07.391Z,Mr. Y,MASTER_COPY_CREATED,C:\Users\user\Documents\PrivateProject\DFIR\evidence\PERLAKUAN_1_FDI\collector-20260728T114259Z-42bbddba\raw; C:\Users\user\Documents\PrivateProject\DFIR\evidence\PERLAKUAN_1_FDI\collector-20260728T114259Z-42bbddba\metadata,C:\Users\user\Documents\PrivateProject\DFIR\evidence\PERLAKUAN_1_FDI\collector-20260728T114259Z-42bbddba\master,Membuat evidence acuan untuk preservation.,master_hash_verification.csv,COMPLETED,Master dibuat read-only setelah verifikasi berhasil.
COC-003,2026-07-28T22:07:07.391Z,Mr. Y,WORKING_COPY_CREATED,C:\Users\user\Documents\PrivateProject\DFIR\evidence\PERLAKUAN_1_FDI\collector-20260728T114259Z-42bbddba\master,C:\Users\user\Documents\PrivateProject\DFIR\evidence\PERLAKUAN_1_FDI\collector-20260728T114259Z-42bbddba\working,Membuat salinan untuk examination dan analysis.,working_hash_verification.csv,COMPLETED,
COC-004,2026-07-28T22:14:13.297Z,Mr. Y,EXAMINATION_COMPLETED,C:\Users\user\Documents\PrivateProject\DFIR\evidence\PERLAKUAN_1_FDI\collector-20260728T114259Z-42bbddba\working,C:\Users\user\Documents\PrivateProject\DFIR\evidence\PERLAKUAN_1_FDI\collector-20260728T114259Z-42bbddba\analysis\examination,"Pemeriksaan, normalisasi, pairing, ekstraksi PCAP, dan penyusunan candidate timeline.",analysis/examination/examination_manifest.csv,READY_FOR_ANALYSIS,run_id=examination-20260728T221411Z-be18d230
