manifest_relative_path,actual_relative_path,path_resolution,expected_size_bytes,actual_size_bytes,expected_sha256,actual_sha256,verification,verified_at_utc,error_message
metadata/experiment_event_log.csv,metadata/experiment_event_log.csv,EXACT_UNDER_CASE_ROOT,918,918,3e5df57315c40c9ae1c54854b00bbdc5fa14aeabfae08bb87021acaf7dca3de2,3e5df57315c40c9ae1c54854b00bbdc5fa14aeabfae08bb87021acaf7dca3de2,MATCH,2026-07-28T22:07:06.741Z,
metadata/session_manifest.json,metadata/session_manifest.json,EXACT_UNDER_CASE_ROOT,3006,3006,e41f790c90aa2d24fcc80f15fddca54ec0fe14c5064677cdb3528116f5a84e06,e41f790c90aa2d24fcc80f15fddca54ec0fe14c5064677cdb3528116f5a84e06,MATCH,2026-07-28T22:07:06.747Z,
metadata/time_sync_after.txt,metadata/time_sync_after.txt,EXACT_UNDER_CASE_ROOT,906,906,bebe8bf19ceb870f46ef2af68efd216ae41d6889d878332d6d03271c3dc79f08,bebe8bf19ceb870f46ef2af68efd216ae41d6889d878332d6d03271c3dc79f08,MATCH,2026-07-28T22:07:06.776Z,
metadata/time_sync_before.txt,metadata/time_sync_before.txt,EXACT_UNDER_CASE_ROOT,906,906,3fc0826cf0578ebd1ee64067f23cfaa98f63cbad40c1312faf6d171cac8a9636,3fc0826cf0578ebd1ee64067f23cfaa98f63cbad40c1312faf6d171cac8a9636,MATCH,2026-07-28T22:07:06.804Z,
raw/openplc_evidence.csv,raw/openplc_evidence.csv,EXACT_UNDER_CASE_ROOT,44396,44396,2dababa923613f1292bd6f8e643e500c3e88a66d48d0309de2dd0c57d8c40989,2dababa923613f1292bd6f8e643e500c3e88a66d48d0309de2dd0c57d8c40989,MATCH,2026-07-28T22:07:06.836Z,
raw/raspi_evidence.csv,raw/raspi_evidence.csv,EXACT_UNDER_CASE_ROOT,92086,92086,29c85d405209e862165c1fc17f5a9f551bbfba17e6d49964f94943585e7e77ea,29c85d405209e862165c1fc17f5a9f551bbfba17e6d49964f94943585e7e77ea,MATCH,2026-07-28T22:07:06.875Z,
