event_timestamp,experiment_id,collector_session_id,event_type,experiment_phase,source,note
2026-07-28T11:39:56.476Z,EXP-P1-01,collector-20260728T113956Z-45ba43ef,EXPERIMENT_PHASE_CHANGED,PRE_ATTACK,C:\Users\user\Documents\PrivateProject\DFIR\experiment_phase.json,P1 pre-attack observation
2026-07-28T11:40:14.492Z,EXP-P1-01,collector-20260728T113956Z-45ba43ef,EXPERIMENT_PHASE_CHANGED,ATTACK,C:\Users\user\Documents\PrivateProject\DFIR\experiment_phase.json,Unauthorized FC06 HR1024=1000
