pcap_file,packet_number,adu_index,timestamp_utc,timestamp_epoch,interface_id,interface_name,interface_description,link_type,source_ip,destination_ip,source_port,destination_port,tcp_sequence,tcp_acknowledgment,tcp_flags,tcp_stream_key,direction,transaction_id,protocol_id,mbap_length,unit_id,function_code,function_name,is_exception,exception_code,register_address,quantity,register_value,register_values,coil_value,byte_count,pdu_hex,parse_status,parse_note
perlakuan1.pcapng,871,0,2026-07-28T11:43:25.669569Z,1785239005.6695693,0,\Device\NPF_{205226CA-7599-4E30-A1C7-F94A3601DA74},Wi-Fi 2,1,192.168.21.210,192.168.21.209,61744,502,3615865111,1453790342,ACK|PSH,192.168.21.209:502<->192.168.21.210:61744,REQUEST,91,0,6,0,6,WRITE_SINGLE_REGISTER,FALSE,,1024,,100,,,,0604000064,SUCCESS,
perlakuan1.pcapng,872,0,2026-07-28T11:43:25.669823Z,1785239005.669823,0,\Device\NPF_{205226CA-7599-4E30-A1C7-F94A3601DA74},Wi-Fi 2,1,192.168.21.209,192.168.21.210,502,61744,1453790342,3615865123,ACK|PSH,192.168.21.209:502<->192.168.21.210:61744,RESPONSE,91,0,6,0,6,WRITE_SINGLE_REGISTER,FALSE,,1024,,100,,,,0604000064,SUCCESS,
perlakuan1.pcapng,893,0,2026-07-28T11:43:26.150583Z,1785239006.1505826,0,\Device\NPF_{205226CA-7599-4E30-A1C7-F94A3601DA74},Wi-Fi 2,1,192.168.21.210,192.168.21.209,61744,502,3615865135,1453790365,ACK|PSH,192.168.21.209:502<->192.168.21.210:61744,REQUEST,93,0,6,0,6,WRITE_SINGLE_REGISTER,FALSE,,1024,,100,,,,0604000064,SUCCESS,
perlakuan1.pcapng,897,0,2026-07-28T11:43:26.151008Z,1785239006.1510077,0,\Device\NPF_{205226CA-7599-4E30-A1C7-F94A3601DA74},Wi-Fi 2,1,192.168.21.209,192.168.21.210,502,61744,1453790365,3615865147,ACK|PSH,192.168.21.209:502<->192.168.21.210:61744,RESPONSE,93,0,6,0,6,WRITE_SINGLE_REGISTER,FALSE,,1024,,100,,,,0604000064,SUCCESS,
perlakuan1.pcapng,917,0,2026-07-28T11:43:26.474264Z,1785239006.4742637,0,\Device\NPF_{205226CA-7599-4E30-A1C7-F94A3601DA74},Wi-Fi 2,1,192.168.21.210,192.168.21.209,61744,502,3615865159,1453790388,ACK|PSH,192.168.21.209:502<->192.168.21.210:61744,REQUEST,95,0,6,0,6,WRITE_SINGLE_REGISTER,FALSE,,1024,,100,,,,0604000064,SUCCESS,
perlakuan1.pcapng,918,0,2026-07-28T11:43:26.474496Z,1785239006.4744956,0,\Device\NPF_{205226CA-7599-4E30-A1C7-F94A3601DA74},Wi-Fi 2,1,192.168.21.209,192.168.21.210,502,61744,1453790388,3615865171,ACK|PSH,192.168.21.209:502<->192.168.21.210:61744,RESPONSE,95,0,6,0,6,WRITE_SINGLE_REGISTER,FALSE,,1024,,100,,,,0604000064,SUCCESS,
perlakuan1.pcapng,931,0,2026-07-28T11:43:26.871029Z,1785239006.8710291,0,\Device\NPF_{205226CA-7599-4E30-A1C7-F94A3601DA74},Wi-Fi 2,1,192.168.21.210,192.168.21.209,61744,502,3615865183,1453790411,ACK|PSH,192.168.21.209:502<->192.168.21.210:61744,REQUEST,97,0,6,0,6,WRITE_SINGLE_REGISTER,FALSE,,1024,,100,,,,0604000064,SUCCESS,
perlakuan1.pcapng,932,0,2026-07-28T11:43:26.871261Z,1785239006.871261,0,\Device\NPF_{205226CA-7599-4E30-A1C7-F94A3601DA74},Wi-Fi 2,1,192.168.21.209,192.168.21.210,502,61744,1453790411,3615865195,ACK|PSH,192.168.21.209:502<->192.168.21.210:61744,RESPONSE,97,0,6,0,6,WRITE_SINGLE_REGISTER,FALSE,,1024,,100,,,,0604000064,SUCCESS,
perlakuan1.pcapng,945,0,2026-07-28T11:43:27.270478Z,1785239007.2704778,0,\Device\NPF_{205226CA-7599-4E30-A1C7-F94A3601DA74},Wi-Fi 2,1,192.168.21.210,192.168.21.209,61744,502,3615865207,1453790434,ACK|PSH,192.168.21.209:502<->192.168.21.210:61744,REQUEST,99,0,6,0,6,WRITE_SINGLE_REGISTER,FALSE,,1024,,100,,,,0604000064,SUCCESS,
perlakuan1.pcapng,946,0,2026-07-28T11:43:27.270684Z,1785239007.2706838,0,\Device\NPF_{205226CA-7599-4E30-A1C7-F94A3601DA74},Wi-Fi 2,1,192.168.21.209,192.168.21.210,502,61744,1453790434,3615865219,ACK|PSH,192.168.21.209:502<->192.168.21.210:61744,RESPONSE,99,0,6,0,6,WRITE_SINGLE_REGISTER,FALSE,,1024,,100,,,,0604000064,SUCCESS,
perlakuan1.pcapng,954,0,2026-07-28T11:43:27.670997Z,1785239007.6709974,0,\Device\NPF_{205226CA-7599-4E30-A1C7-F94A3601DA74},Wi-Fi 2,1,192.168.21.210,192.168.21.209,61744,502,3615865231,1453790457,ACK|PSH,192.168.21.209:502<->192.168.21.210:61744,REQUEST,101,0,6,0,6,WRITE_SINGLE_REGISTER,FALSE,,1024,,100,,,,0604000064,SUCCESS,
perlakuan1.pcapng,955,0,2026-07-28T11:43:27.671228Z,1785239007.6712284,0,\Device\NPF_{205226CA-7599-4E30-A1C7-F94A3601DA74},Wi-Fi 2,1,192.168.21.209,192.168.21.210,502,61744,1453790457,3615865243,ACK|PSH,192.168.21.209:502<->192.168.21.210:61744,RESPONSE,101,0,6,0,6,WRITE_SINGLE_REGISTER,FALSE,,1024,,100,,,,0604000064,SUCCESS,
perlakuan1.pcapng,977,0,2026-07-28T11:43:28.070743Z,1785239008.0707433,0,\Device\NPF_{205226CA-7599-4E30-A1C7-F94A3601DA74},Wi-Fi 2,1,192.168.21.210,192.168.21.209,61744,502,3615865255,1453790480,ACK|PSH,192.168.21.209:502<->192.168.21.210:61744,REQUEST,103,0,6,0,6,WRITE_SINGLE_REGISTER,FALSE,,1024,,100,,,,0604000064,SUCCESS,
perlakuan1.pcapng,978,0,2026-07-28T11:43:28.071019Z,1785239008.0710187,0,\Device\NPF_{205226CA-7599-4E30-A1C7-F94A3601DA74},Wi-Fi 2,1,192.168.21.209,192.168.21.210,502,61744,1453790480,3615865267,ACK|PSH,192.168.21.209:502<->192.168.21.210:61744,RESPONSE,103,0,6,0,6,WRITE_SINGLE_REGISTER,FALSE,,1024,,100,,,,0604000064,SUCCESS,
perlakuan1.pcapng,1000,0,2026-07-28T11:43:28.470965Z,1785239008.4709651,0,\Device\NPF_{205226CA-7599-4E30-A1C7-F94A3601DA74},Wi-Fi 2,1,192.168.21.210,192.168.21.209,61744,502,3615865279,1453790503,ACK|PSH,192.168.21.209:502<->192.168.21.210:61744,REQUEST,105,0,6,0,6,WRITE_SINGLE_REGISTER,FALSE,,1024,,100,,,,0604000064,SUCCESS,
perlakuan1.pcapng,1001,0,2026-07-28T11:43:28.471230Z,1785239008.4712298,0,\Device\NPF_{205226CA-7599-4E30-A1C7-F94A3601DA74},Wi-Fi 2,1,192.168.21.209,192.168.21.210,502,61744,1453790503,3615865291,ACK|PSH,192.168.21.209:502<->192.168.21.210:61744,RESPONSE,105,0,6,0,6,WRITE_SINGLE_REGISTER,FALSE,,1024,,100,,,,0604000064,SUCCESS,
perlakuan1.pcapng,1008,0,2026-07-28T11:43:28.871521Z,1785239008.8715205,0,\Device\NPF_{205226CA-7599-4E30-A1C7-F94A3601DA74},Wi-Fi 2,1,192.168.21.210,192.168.21.209,61744,502,3615865303,1453790526,ACK|PSH,192.168.21.209:502<->192.168.21.210:61744,REQUEST,107,0,6,0,6,WRITE_SINGLE_REGISTER,FALSE,,1024,,100,,,,0604000064,SUCCESS,
perlakuan1.pcapng,1009,0,2026-07-28T11:43:28.871786Z,1785239008.871786,0,\Device\NPF_{205226CA-7599-4E30-A1C7-F94A3601DA74},Wi-Fi 2,1,192.168.21.209,192.168.21.210,502,61744,1453790526,3615865315,ACK|PSH,192.168.21.209:502<->192.168.21.210:61744,RESPONSE,107,0,6,0,6,WRITE_SINGLE_REGISTER,FALSE,,1024,,100,,,,0604000064,SUCCESS,
perlakuan1.pcapng,1019,0,2026-07-28T11:43:29.271940Z,1785239009.2719398,0,\Device\NPF_{205226CA-7599-4E30-A1C7-F94A3601DA74},Wi-Fi 2,1,192.168.21.210,192.168.21.209,61744,502,3615865327,1453790549,ACK|PSH,192.168.21.209:502<->192.168.21.210:61744,REQUEST,109,0,6,0,6,WRITE_SINGLE_REGISTER,FALSE,,1024,,100,,,,0604000064,SUCCESS,
